content_id,content,subject,sentiment_value
7SpeN4MJrGdxVRL5,奇骏 味道 森林 味道 奇骏 四驱 稍微 森林 人差 一点点 奇骏 驾驶 视野 森林 开阔 奇骏 安全性 稍微 森林 奇骏 合资 森林 进口 奇骏 油耗 森林 稍微 多一点,动力,0
37UguSGEQwzVIjLh,起步 大脚 油门 油耗 低,油耗,0
XG4ekaFjB96st1YS,我用 DSP 功能 电脑自动 搜索 噪音 音频 反射 反正 精确 调音 才行 专业 弄不好,舒适性,0
fgYRjIoDwhiXPG5K,不到 三十万 价格 只能 选择 森林 我会 买 x5m,价格,0
yqghNS3KWxVJPBMm,高 海拔 地区 动力性 下降 坡道 弯道 出湾 提前 手动 模式 发动机 转速 ！ 动力 足 ！ 本来 山路 多弯 弯道 时常 减速 速度 降下来 转速 下降 出湾 本来 爬坡 转速 低 动力 肯定 ！,动力,0
N6YoyqTEQ2iu5rWl,确实 同事 crv   rav4   奇骏 2.0 排量 跑 高速 市内 始终 省油 1.5 ！ 想象 ！ 空调 效果 底盘 舒适性 森林 不错 舒适性 奇骏 转弯 比奇 骏侧 倾小 ！ 操控 几款 里,油耗,0
2JWrfzC7kZE6mLHp,降税 调价 优惠 淹没 终端 价格 变化,价格,0
7Hq2DceQXGfxiOWp,2.5 夏季 开 空调 县城 代步 13L ！ 旅游 高速 定速巡航 120 100 油耗 8L 多一点,油耗,0
a7EczQh036vmVOyJ,不用 洗 干净 放到 霓虹灯 路段 好看 点 平常 丑得 一比 内饰 白色 当初 脑袋 门 夹 挑 这色,内饰,0
dAXEI56tx4wNBf0Z,不说 价位 森林 人比 操控 性能 SUV ！,操控,0
uGCsfb7U1gJXaMkR,加宽 加长 保证 驾驶 操控 涉及 参数 调整 底盘 调教 做 工作 钱 这车 定位 本来 紧凑型   SUV 空间 家庭 消费 需求 操控 不想 花钱 搞 汉兰达,空间,0
JX5Q2aEcUL3B4Vrx,冷车 启动 会亮 蓝色 水温 灯 发动机 怠速会 高速运转 冷却液 温度 50 度时 蓝色 水温 灯会 熄灭 怠速会 慢慢 变 下降,动力,0
Xtb8BQCKxmIurNkF,几张 图 宽度 量 车身 宽 处 锐界 宽 门槛 宽度 转化成 乘客 腰部 空间 汉兰达 森林 cx7 门把手 腰线 处 cx7 车窗 收窄 转化成 肩膀 空间 车身 越 方正 空间 越 合用,空间,0
yIGuj1lcBnaXbSqm,质量 做工 不好 一种 廉价 感觉 开 厚重感   空间 GLE 惊喜 视野 无敌 跑 万公里 年 保养 换 一对 雨刷 砸 玻璃,空间,0
GqaBrh8VcRHtEs35,贵太多 斯巴鲁 价格 稳,价格,0
0cni1sWBgaUPMjQK,轻混 车型 新能源 汽车 纯油电 混合 作用 车辆 起步 急 加速 阶段 起到 辅助 动力 功能 车辆 加速 节油 效果,动力,0
XolMYCRdseT3wNtU,不在乎 外观   非 森林 人不买   肯定 最新 平台,外观,0
DTSGf0mtqh4I2wK5,去年 走 川西 动力 弱,动力,0
6YafPUT0sAIxgomt,三万 新 官方 报价 基础 价格,价格,0
kUdVjFZHBis5n3yK,丰田 混动 弱 混 插电 混合 强 混 算 新能源 车 享受 国家 地方 补贴 采购 国产 动力电池 进口 森林 算 做 新能源 汽车,价格,0
yKF2WYaSJ64uCAqG,2.5 为例 功率 提升 135 马力 提升 几匹 改 直喷 2.5 价格 关税 下调 原因 sgp,价格,0
yKF2WYaSJ64uCAqG,2.5 为例 功率 提升 135 马力 提升 几匹 改 直喷 2.5 价格 关税 下调 原因 sgp,动力,0
MHqIsVCEpKetjXlz,轻 混 作用 参考 日产 楼兰 混动 能省 点油 混动 凯美瑞 大幅度 省 动力 提升 微乎其微 电池容量 一度 电 电机 工作 时间 以秒计,动力,0
PyQVSGJCsN6I7jlU,2.0 全时 四驱 油耗 因全 时四驱 特别 费油 兄弟 落地 想 买 问细 一点,油耗,0
GYgh0UV9LOt14ZEf,油耗 显示 8.4 买 26 万 落地 便宜 万,价格,0
arG2798gNz45bwQu,内饰 档 几毫米 缝隙 大点 小点,内饰,0
5KOCMmVkTGJpj8ns,国人 买车 看个 外观 图个 空间 品牌,空间,0
ATeDEGRJz4q6juBV,中控 显示 油耗 低于 油耗 0.5 l 100km,油耗,0
M2nhm38VIolA6dZW,6.6 万公里 8.4 油耗 ！ 坐标 海口 一年 月 空调,油耗,0
AD1pQMfxkdujiIc3,说 细 裸车 价格 购置税 服务费 送 几次 保养 送 选装,价格,0
bqF0C4aWv1suxOGw,跑 公里 机油 换 发动机 正时 皮带 链条,动力,0
4yqzDZWaOBJC3Xf7,官方 授权 实体店 老板 价格 实惠 免费 洗 车 金 美孚 机油 用长 稍 不对劲 感觉得到,价格,0
UKicTz8GRfBtLEwu,看着 网上 种类   价格 太,价格,0
S3EQHRkUXKPfGdhB,倍 耐力 蝎子 四季 不错 去年 换 静音 原车 油耗 原车 高 0.8 路况 抓地 不错 ！,油耗,0
gC7aoULS10T2Xbz4,九月份 建议 等待 配置 提升 空间 提升 ！ 车 易 落伍 物件 买 新款 ！,配置,1
gC7aoULS10T2Xbz4,九月份 建议 等待 配置 提升 空间 提升 ！ 车 易 落伍 物件 买 新款 ！,空间,1
OjS8t7iBXQloMnmu,夏天 不用 20 太稀 ！ 说 水平 对置 偏磨 v6 直列 四缸 偏磨 ！ 厂家 20 迎合 低油耗,油耗,0
EVrDbTtdeO6MJ2fI,外观 好看,外观,0
YFqx9ZWP6Q8V3imE,空调 滤 空气 滤 半年 一换 空气 滤 一换 半年 保养 气枪 吹 文章 说 气枪 吹 不好 换 新 反正 不贵 赶上 JD 活动 囤 动手 换 空气 滤曼牌 C2201 空调 滤 品牌 型号 价格 看着 选择 机滤 买 WIX   57055,配置,0
dGm59kVci7sOWtow,上线 高出 约 厘米 算 特别 冷车 动力 无视,动力,0
kh2fM1b7iYwOAUJC,没装 装 行车 记录仪 膜 贴 貌似 隔热 防 紫外线 玻璃 网上 有人 贴膜 贴 加热 貌似 前 挡 玻璃 整 开裂 差速器 变速箱 护板 底盘 装甲 搞 平时 跑 路,配置,0
5EbALXgIUQcWH1dB,2.5 选择 2.5 动力 强劲 点 没什么 动力 弱 开车 郁闷,动力,0
MxwnmCX9Nbv1FtWA,楼主 2.0 森林 动力 森林 本来 车重 满意 请 采纳,动力,0
Bv1jhb0H2K9GEq4T,2.0 t 动力 储备 罚单 建议 新款 缸内 直喷 肯定,动力,0
Lu3ImG4RA7yC6wnP,综合 油耗   8.0 ± 0.4   l 100km,油耗,0
hztUxv1AOJLqHF3w,小熊 油耗 市区 上下班 单程 1.5 公里 四趟 高速 省 道,油耗,0
we7KbVQYUyhm8lXS,预算 足够 买 动力 开车 嫌 动力 过剩 动力 开快车 动力 超个 车 一脚 油门 分 保障,动力,0
IqXgJeyjVRBELi0C,十万 公里 换 0w 20 出光 机油 跑 八千 油耗 下降 一段 高速 跑 主因 综合 油耗 八点,油耗,0
I4peHDuvQRf32Zix,蝎子 我换 完 感觉 抓地 不错 操控 信心 油耗 比纯 公路 胎要 高 一点,操控,1
UxAEaHY9kj7cGNOf,价格 裸车 落地 价,价格,0
Noqy1OCRQPwrf6K0,价格 合适 全要 私信,价格,0
kLoeHDvBm2FO7drp,没错 综合 油耗 7.8 8.8 相较 静音 提升 抓地力 湿地 刹车 提升 接受,油耗,0
kLoeHDvBm2FO7drp,没错 综合 油耗 7.8 8.8 相较 静音 提升 抓地力 湿地 刹车 提升 接受,操控,0
kLoeHDvBm2FO7drp,没错 综合 油耗 7.8 8.8 相较 静音 提升 抓地力 湿地 刹车 提升 接受,舒适性,0
kLoeHDvBm2FO7drp,没错 综合 油耗 7.8 8.8 相较 静音 提升 抓地力 湿地 刹车 提升 接受,安全性,0
mdJZ39MqBI2kleLi,亮灯 原因 压榨 发动机 动力 年代 压缩比 大而 低 标号 汽油 感觉 汽油 质量 差 标号 过低 原因 建议 大型 车流量 加油站 加满 高标号 汽油 车 抖动 前提 高转速 跑 几分钟 天内 恢复   不行 检查 原因 回答 车友 荣幸 满意 请 采纳,动力,0
BHl7QX08OzW4RVDE,发动机 故障 码 原因 油品 不好 所致 排除 节气门 脏 传感器 积碳 建议 4S店 电脑 检测 故障 原因 排除故障 码 希望 回答 ！,动力,0
9Cs58gJKdBEre1F0,2.0 开 年 唯一 感觉 动力 青海湖 海拔 3300 国道 80 公里 时速 超车 地板 油 不行 平时 平原 上开 国道 高速 2.5 2.0 T,动力,0
7lPVcmrs156QFweK,买 2.5 国家 改 动力 后悔,动力,0
eV08BAr4dYtsqLMn,原装 4S店 质保 价格 衡量 反正 日本 总部 加装 件,价格,0
wtlcb1MiTDUYGCoH,野外 起码 选路 保护 发动机 控制 水温 油温 控制 刹车 温度 保护 变速箱 换 备胎 脱困 买个 霸道 牧马人 无脑 越野,动力,0
lyXPvk214cUBAgd6,车况 保养 记录 公里 数 调过 价格 电商 看一看 便宜 信,价格,0
kTbh96fcGRezQWZY,价格 15 万,价格,0
PgBbt1hjlUmVIQoH,价格 可疑 15 万,价格,0
Ddnmxwyvb3LSsQTz,变速箱 比爱信 at 可靠性 差点 发动机 耗 机油 比例 做工 两田比 精细 常规 保养 贵 维修 配件 价格 高,油耗,0
7Avk10QwyZiqsaHG,4at 发动机 渗油 毛病 很多年 变化,动力,0
S9FXnTmNopZxQR01,档次 操控性,操控,0
lMxaLU4VmAcs1DnC,发动机 网上 买 更何况 滤芯,动力,0
f1VpU7Zdwqv6PjkW,建议 汽车 家 二手车 家 查看 相关 配置 价格 参考,价格,0
X7T4GlA6qBv1MhNf,价格 新款 x1 空间 不小,空间,0
XDGJk31gQS7ZplRH,价格 买 免费 午餐 找 专业 人事 鉴定 果断 下手,价格,0
641iREtsCzFPVlu7,选车 需求 小森 2.5 x1 1.5 T 价格 中长途 烂路 坐 喜欢 偏 舒适 取向 车 太 追求 运动 坐久 累 开坐 运动 风格 车 练出 腰力,舒适性,0
ieUFj4s6gxaft9cq,车到 高原 高原 动力 衰减,动力,0
1EQDYKj8U37vnqet,没选 X1 一是 1.5 排量 三缸 车 二是 空间 小点 三是 变相加价 指定 装修 1.5 万 贴膜 实在 送 伞 钥匙扣 四是 配置 不全 落地 30 万 车 座椅 加热 想要 增加 万多 五是 操控 视线 全时 四驱 森林 面子 选 宝马 X1 实实在在 用车 那选 森林 没错,价格,0
Q1xrD9isGocSH3eJ,链条 真比 强度 钢带 拉动 传动 方式 传统 杰 科特 钢带 推 片式 世界 厂家 一款 变速箱 配 大脚 油门 变速箱 打碎 发动机,动力,0
vxlKGXB7DC5pdUSO,X1 森林 放在 在意 评价 全时 四驱 水平 对置 带来 户外 自由 感 向往 纠结 选 车 选 开好 车 佩服 带来 牛 逼感 开 水平 对置 操控 带来 愉悦感 建议 选 宝马 宝马 开 宝马 四驱 水平 对置 城市 里 两驱 轿车 区别 用车 90% 城市 自由 发现 宝马 X1 心目 中 自由,动力,0
1NFy4lYk6rbDGKz3,原车 出厂 做过 底盘 装甲   路况 环境 不错 不用 做,操控,0
TG18gIMJPHDCWdXB,楼主 车辆 新车 做 底盘 装甲 新车 一层 满意 请 采纳,操控,0
7VKb3IsriPjYT9zO,底盘 高 漂 不想 漂买 轿车,操控,0
Wgycs1JBPXlfpCwZ,车辆 买回来 我能 市区 油耗 调 降值 15% 高速 有望 降低 25% 森林 速度 油耗 降到 crv 混合 动力 水平 车子 变速 比够 宽 cvt 车 扰流板 高速 油耗 作用 挺 高速 国道 跑 影响 综合 油耗,油耗,0
JtUXhMdZ6NRVj9sp,2.0 感觉 动力 三菱 2.0 开 很爽 优惠 很大 2.0 2.5 差 两万多 优惠,动力,0
JtUXhMdZ6NRVj9sp,2.0 感觉 动力 三菱 2.0 开 很爽 优惠 很大 2.0 2.5 差 两万多 优惠,价格,0
0v5nV1pgA2qJi6EQ,way3 低压 区 升力 减少 装 顶部 扰流板 way3 贴法 论文 名字 搜索 流动 控制 汽车 空气 动力学 中 祝 感受 1.8 自然 吸气 发动机 140 时速 表速 150 时 2600 转 感觉 估计 很快 我会 整成 160 表速 2700 转,动力,0
EDb0NBHsWjcudGS4,行 好奇 水平 对置 发动机 开 有多爽,动力,0
FgMQGw5BWlYfAq1O,底盘 装甲 4s 赠送,操控,0
SygXQr9OmlwbsD8v,外观 毛病 SUV 外观 太 时尚 感觉 耐看 ！ 点 10 年,外观,0
Q6DcEI4dUw9qtjkF,嫌 方正 喜欢 路虎 外观,外观,0
MDHib9nBLaeKf1kc,是因为 外观 内饰 风格 买 这车,外观,0
xhdGUFcnbErfVSDz,几天 论坛 琢磨 马牌 uc6 邓禄普 pt3 不错 225   60   r17 实体店 马牌 700 出头 邓禄普 不到 700 两款 综合 素质 高 韩泰 玛 吉斯 这类 住 噪音,操控,0
NDE5SQmVdUyaF6Tl,外观 耐看 型 惊艳 感 低调 特立独行,外观,0
pTVAvFe0x5auEoIR,换胎 只换 牌子 ！ 倍 耐力 不介意 噪音,操控,0
7Xu0eHlbi3gPyN6w,为啥 介意 外观 好看 ！,外观,0
7rZN85cW1RVJHFTD,放 一百个 心 经销商 倒 大片 加价 新款 优惠 5000 斯巴鲁 刚贴 两个 亿 不来 实在 价 经销商 反 不用 动手 新款 外观 竞争力 更弱 斯巴鲁 割点 肉 真要 退出 中国 经销商 价格 不合理 不让 点利 卖,价格,0
SpxGPgBsHYXOrt2b,外观 接受 关键 内饰 价位 产品,外观,0
ewkXFiZomv21hWC7,日本 有时候 太抠 舍得 投钱 升级 换代 发动机 小改 平台 投 点 钱 地方 投 斯巴鲁 利润率 高 赚 投 早晚 丧失 竞争力 日本 制造 越来越少 心眼 太小 事 防撞 梁 加固 副驾驶 差 点钱,动力,0
ePgCi8u5hzS0ftdk,纵置 发动机 接近 轴距 森林 转弯半径 半米,动力,0
liaIUyG6XnJeRM50,预算 够 XT 2.5 只能 称上 够用 开 那种 动力 随叫随到 感觉 ！ XT 乐趣 油品 差 地方 时 提前 买 几罐 伍 尔特 燃油 添加剂 没事 放心,动力,0
akhTBqilbLKzMfcj,裸车 价格 黑,价格,0
K7apiLqc9OYGjsu1,冲着 外观 车标 直至 购买,外观,0
TZImd0rkoRWp5y1J,中 置 发动机 毛病 活塞 伸缩 摆动,动力,0
coi8xT59wlF32hNH,建议 2.5 动力 朋友 说 2.0 够 人开 空调 格 风力 polo 追 不住 非要 踩 千转 办法,动力,0
Ekh2VFsyU7azl0Qg,玩 操控 转弯半径,操控,0
yU6HxAzoqrlE4Suh,新款 后排 出风口 设计 新 平台 在意 ！ 19 款 取消 2.0 自吸 全系 2.5 价格 区间 提升 ！,价格,0
AmVBbz2suMnJ1FGt,斯巴鲁 产品 产品 力 太差 外观 奇丑无比 尺寸 不行 内饰 吐 价格 过高 配件 贵 齐全 担心 烧 机油 害,外观,-1
AmVBbz2suMnJ1FGt,斯巴鲁 产品 产品 力 太差 外观 奇丑无比 尺寸 不行 内饰 吐 价格 过高 配件 贵 齐全 担心 烧 机油 害,内饰,-1
AmVBbz2suMnJ1FGt,斯巴鲁 产品 产品 力 太差 外观 奇丑无比 尺寸 不行 内饰 吐 价格 过高 配件 贵 齐全 担心 烧 机油 害,价格,-1
AmVBbz2suMnJ1FGt,斯巴鲁 产品 产品 力 太差 外观 奇丑无比 尺寸 不行 内饰 吐 价格 过高 配件 贵 齐全 担心 烧 机油 害,动力,0
dgDfhWe0Mo1xEwYV,外观 太小 气 内饰 太 寒酸,外观,-1
dgDfhWe0Mo1xEwYV,外观 太小 气 内饰 太 寒酸,内饰,-1
beYW49H0ztXPTqly,店里 发现 2.5 es 外观 2.0 时尚 型 外形 只能 2.5 顶配 价格 太高,外观,0
2xl8X5o6quzH3ksW,喜欢 19 款 森林 想想 放弃 小众   保养 麻烦 贵   后续 配件 难 找   外观 太丑 尺寸 特别 宽度   售价 高于 竞品   凤毛麟角 倒闭 4s店   烧 机油 发动机,外观,-1
2xl8X5o6quzH3ksW,喜欢 19 款 森林 想想 放弃 小众   保养 麻烦 贵   后续 配件 难 找   外观 太丑 尺寸 特别 宽度   售价 高于 竞品   凤毛麟角 倒闭 4s店   烧 机油 发动机,价格,-1
2xl8X5o6quzH3ksW,喜欢 19 款 森林 想想 放弃 小众   保养 麻烦 贵   后续 配件 难 找   外观 太丑 尺寸 特别 宽度   售价 高于 竞品   凤毛麟角 倒闭 4s店   烧 机油 发动机,动力,0
KSAGvuYq7NTQf3dz,产品 力全 外观 表面 买 肠城,外观,0
oXdlQ9ZyKMrm2eVH,2T 2.5 市内 跑跑 行 高速 急 加速 着急 车 动力 储备 足 一点,动力,0
krj7c8UAaB5i3MRT,森 外观 真心 赞 18 款 很漂亮 内饰 差点 19 款 感觉 18 款 内饰 主流 水平 想 买 差点 95   路虎 代 发现 卖 第五代 路上 看过 几辆 代硬 根 jb 第五代 泰国 希望 森林 人能 硬,外观,1
krj7c8UAaB5i3MRT,森 外观 真心 赞 18 款 很漂亮 内饰 差点 19 款 感觉 18 款 内饰 主流 水平 想 买 差点 95   路虎 代 发现 卖 第五代 路上 看过 几辆 代硬 根 jb 第五代 泰国 希望 森林 人能 硬,内饰,0
u2vL9Q4oad0BOA5l,现款 森林 外观 内饰 车身 尺寸 工业 水平 等等等等 十几万 几万块 产品 区别 说 内饰 十万块 国产车 森林 在我看来 优点 唯独 好开 一点点 请问 高配 三十万 玩,内饰,-1
TcjiLUIOJ6VpCWs5,知识 兴趣 点 停留 外观 内饰 车身 尺寸 高大 尚 配置 归类 中国 城乡 结合部 选 车一族 说 斯巴鲁 车 开点 点 乐趣 多点 内在 技术 多点 实用 多点 地方 多点 国家税收 贡献 多点 外 花哨 配置 少 点 豪华 感少点 面子 少 点 喜欢 豪华 面子 气派 肯定 吸引力,外观,0
TcjiLUIOJ6VpCWs5,知识 兴趣 点 停留 外观 内饰 车身 尺寸 高大 尚 配置 归类 中国 城乡 结合部 选 车一族 说 斯巴鲁 车 开点 点 乐趣 多点 内在 技术 多点 实用 多点 地方 多点 国家税收 贡献 多点 外 花哨 配置 少 点 豪华 感少点 面子 少 点 喜欢 豪华 面子 气派 肯定 吸引力,内饰,0
TcjiLUIOJ6VpCWs5,知识 兴趣 点 停留 外观 内饰 车身 尺寸 高大 尚 配置 归类 中国 城乡 结合部 选 车一族 说 斯巴鲁 车 开点 点 乐趣 多点 内在 技术 多点 实用 多点 地方 多点 国家税收 贡献 多点 外 花哨 配置 少 点 豪华 感少点 面子 少 点 喜欢 豪华 面子 气派 肯定 吸引力,安全性,0
OTtuIoiBhbSPWH2D,喜欢 斯巴鲁 车 内秀 外观 内饰 行   希望 售后 保养 好点,外观,0
OTtuIoiBhbSPWH2D,喜欢 斯巴鲁 车 内秀 外观 内饰 行   希望 售后 保养 好点,内饰,0
qrvjZoaTYPitsGnW,新款 CVT 改善 油耗 2.5 车 悠闲 上下班 开 9.3 东北 冬天 冷 夏天 热 冬天 夏天 油耗 升 乙醇汽油 消耗量 放到 华东地区 跑 升 不难,油耗,0
k6rPWaSieLHTg5cC,贴心 森林 后排 空间 舒适感 同类 车要,空间,0
mrotjM5SUfdKWNYa,听说 H4 发动机 换 火花塞 吊 发动机,动力,0
RkVQFlYx50nTgMjN,斯巴鲁 优点 只不过 水平 对置 全时 四驱 带来 级别 好开 一点点 几万块 外观 内饰 还贵 省心 屏幕 中国 三百块 钱 山寨 屏幕 试问 平衡 产品 不小 众 越野 能力 城市 里 农村,动力,0
RkVQFlYx50nTgMjN,斯巴鲁 优点 只不过 水平 对置 全时 四驱 带来 级别 好开 一点点 几万块 外观 内饰 还贵 省心 屏幕 中国 三百块 钱 山寨 屏幕 试问 平衡 产品 不小 众 越野 能力 城市 里 农村,外观,0
RkVQFlYx50nTgMjN,斯巴鲁 优点 只不过 水平 对置 全时 四驱 带来 级别 好开 一点点 几万块 外观 内饰 还贵 省心 屏幕 中国 三百块 钱 山寨 屏幕 试问 平衡 产品 不小 众 越野 能力 城市 里 农村,内饰,0
XeraSQ0Ez81gcWvL,斯巴鲁 确实 好开 那乐色 内饰 上个世纪 棒棒糖 钥匙 感想,内饰,0
aTz3c92KEVnygq0M,追求 省油 选引 能仕速 驰耐 020 追求 动力 响应 长效 选金 美孚 号 020 机油 滤芯 选曼牌 w6019,动力,0
VCrkeNXKPBmnQlR7,森林 人丑 举例说明 几万 国产车 内饰 比森好 车 外形 漂亮 一辆 就行,外观,1
W453vhNrmtnXKZV2,想 2.0 时尚 外观 喜欢 2.5 外观 至尊 价格 万左右 感觉 不值,外观,0
sm20ki6Y8hqbCnVL,空间 接受 肯定 小车 好开,空间,0
AfO5cHxiqzuGksdK,想 磨 一哈 下探 滴 空间,价格,0
N3bFGVTWjKo0PucB,内饰 异响 发动机 加 高标号 机油 公里 数多 烧 机油,动力,0
N3bFGVTWjKo0PucB,内饰 异响 发动机 加 高标号 机油 公里 数多 烧 机油,舒适性,-1
KapVmT4RS1wyDbYG,三代 森林 谈不上 操控 三代 不算 性能 津津乐道 指向性 老款 模糊 远不如 奥迪 宝马 沦为 哈佛 水准,操控,0
BXvmhLb7w3D1yc0P,内饰 隔音 估计 4s 30 多万 楼主 买,内饰,0
UKoZLEr2HMVJ6P4u,动力 提升 新 v 整体 不错 动力 遗憾 2.5 2.0 t 太棒了,动力,0
yAcLenCbS0t6piFE,开 姐姐 家 xv 我家 买 森林 森林 视野 更好 空间 座椅 高 车重 xv 重 100 多公斤 两款 车 开 手 偏爱 森林 买 2.5 排量,空间,0
R92Byq7FxMwSN1Ol,新款 轮毂 大小 17 18 两种 18 北京 车展 那台 样式 车身 尺寸 变化 新款 发动机 采用 XV 直喷式 马力 有所增加 混动版 采用 电机 布局 方式 喇叭 说 中国 版 专供,动力,0
wXBsRgHEPTzjQSA1,2.0 动力 够用 变肛 直喷,动力,0
OyPki6IWeArsq7nv,燃油 版 动力 相比 老款 增长 程度 有限 混动版 动力 强于 现款 2.5 森林 优势,动力,0
cXQq5zYrAWVGIO3d,楼主 发 图是 号称 2015 款后 不烧 机油 发动机 标配 机 油水 冷器 用处 老款 发动机 水循环 孔,动力,0
m1z4GB5IL2WfKyjM,经销商 反 价格 太高 2.0 价格 做 低些 搞 混动 价格 估计 2.5 低配 便宜 总得 改变 ！ 日本 为啥 2.0 动力 升级,价格,0
m1z4GB5IL2WfKyjM,经销商 反 价格 太高 2.0 价格 做 低些 搞 混动 价格 估计 2.5 低配 便宜 总得 改变 ！ 日本 为啥 2.0 动力 升级,动力,0
O8LcNyxQzD9m7uHR,建议 保 环境 城市 走走停停 温度 夏季 高温 发动机 设计 水平 对置 区别 911 机油 性能 品质 千后 衰退 性价比 全 合成 千换 高品质 机油 性能 代表 持久性 强 家用 性价比 不高 ！,动力,0
fC9i1n2ZF7zHpvyB,说法 好多 ！ 经销商 说 V6   3.5 普拉多 动力,动力,0
MbVzKZr6A2gF5NmR,需求 动力 排 第一位 有人 安全性 排 第一位 有人 舒适性 排 第一位 有人 大排 第一位 老兄 加 私信,动力,0
MbVzKZr6A2gF5NmR,需求 动力 排 第一位 有人 安全性 排 第一位 有人 舒适性 排 第一位 有人 大排 第一位 老兄 加 私信,空间,0
MbVzKZr6A2gF5NmR,需求 动力 排 第一位 有人 安全性 排 第一位 有人 舒适性 排 第一位 有人 大排 第一位 老兄 加 私信,舒适性,0
piuo9eVT1QnMcd6f,汽油机 说 轮船 发动机 烧 重油 扭矩 上天,动力,0
5T8IBHy9z1qajRGw,es 司机 作用 2.0 时尚 2.5 至尊 间 徘徊 看中 獠牙 外观 动力 追求 2.0 es 纠结 2.5 至尊 超出预算,外观,0
5T8IBHy9z1qajRGw,es 司机 作用 2.0 时尚 2.5 至尊 间 徘徊 看中 獠牙 外观 动力 追求 2.0 es 纠结 2.5 至尊 超出预算,动力,0
5mw0qZXPD41sLCxc,没意思 ！ 奇瑞 QQ X5 价格 一看 水平 ！,价格,0
RpUEulJTD18mchkg,后排 空间 不知 长 一点,空间,0
iNuOJXSk42Fygp5j,2.5 森 估计 现款 傲虎 卖 高价 新森 动力 优势 傲虎 依旧 动 价格 降价 斯巴鲁 中国 一招 够 毒 ！ ！ ！,动力,0
EGWYHKkeSqZpvfwB,车子 动力 颜值 选择,动力,0
EGWYHKkeSqZpvfwB,车子 动力 颜值 选择,外观,0
9A06KtGx2JiEervg,ES 特定 起到 保障 作用 提醒 车道 偏离 修订 车道 偏离 巡航 时能 跟随 前 车 快慢 本车 前车 距离 提出 声音 报警 驾驶员 情况 做出 减速 刹车 前 车 驶离 提醒 功能 实用 功能   建议 买带 功能 喜欢 外观 买别 后期 改装 两点 说 一多 花费 二验 车时 改回来 这是 改变 外观 不知 有用,操控,0
ARwZNP3a2bf4Cgiu,车型 发动机 型号,动力,0
n1X6tEkzBmjlL8TI,油门 灵敏 转速 油耗 增大,安全性,0
n1X6tEkzBmjlL8TI,油门 灵敏 转速 油耗 增大,动力,0
n1X6tEkzBmjlL8TI,油门 灵敏 转速 油耗 增大,油耗,0
yib7q0JWV9uKMOPD,注重 明明 2.5 动力 2.0 T 更好 这下 2.5 2.0 同意 17 楼 怀疑 ！,动力,0
GrW6Lp3QDF4RMVXB,心得体会 2.0 足已 够用 城里 肯定 高 车身 本来 高速 飙车 满载 提速 开 空调 提速 进 高速 主路 时 慢 动力 够用   想 问问,动力,0
NjYgIFWtVfunSBsz,14 年 胎 换 225 55 18 途虎 1040 一条 原车 普利司通 进口 胎 汽修 店 进货价 980 轮胎 价格 透明 ！ 位置 擦边 地带 补 100 新胎 舍得 补补 三年 老胎 换 途个 安心,安全性,0
JUIm45wgLroQlnxN,贵   坑 感觉   保养 手册 时间 情况   换 件   店里 明码标价   一对 价格,价格,0
1qofvSAlCJpd8w4i,10 11 年组 保时捷 911 森林 打脸 叫嚷 水平 对置 发动机 天生 缺陷 喷壶,动力,0
5sxLQVHgwyDNTneY,10 11 年 老森 这代 发动机 这代 发动机 久 不好 说 话 说 意呆利 采购 森 做 警车 救护车 中网 16 款 欧版 獠牙 排气 估计 自吸 FB 发动机 质量 差 耐用 退货 鬼子 牛马 粪叉 多拉 风 说 欧洲人 看不起 岛国 货 zf 当官 这回 吃 回扣,动力,0
sfoJ4S7QK0tBGre3,D 档 称 驱动 档 不用 说 时 用此 档位 L Low 低速 档 下山 长距离 斜坡 时 档位 挂 汽车 档位 自动 最低 档 相当于 手动档 汽车 一档 汽车 下坡 时 发动机 动力 制动 驾驶员 不必要 长时间 踩 刹车 导致 刹车片 过热 发生 危险 同理 陡坡 前 挂入 L 档 车辆 扭矩 增大 爬坡 能力 提高         日常 驾驶 路况 D 档 足矣,安全性,0
BbLcRq2OAf6F3Tza,07 款 二代 姥姥 森 11 年 ej20 发动机 水平 对置,动力,0
JgPI9yx0GdYoQXn3,好几个 贴 高速 烧 机油 烧 机油 车友 高速 速度 开 转速 转 供参考 估计 fb 发动机 高转速 真的 太行 高转速 fa 发动机 适合,动力,0
YOPnUiTcHqCeD3lG,悬挂 确实 一大 空气 动力学 因素 包括 底盘 平整度 不好 说 清 车开 感觉 确实 日本 车 确实 飘,操控,0
HFt52Ky3zfJGIBqg,左边 红圈 处 油耗 数不动,油耗,0
52aIk64CgrNODifZ,记得 少 一点 算 总 平均 油耗 8.8 车上 显示 8.3,油耗,0
XaGjqydonvAY1M4R,NX 中型 内饰 森林 强点 强,内饰,0
z4t5ifKEjPeZbA9I,长期 算下来 表显 平均 长时间 9.0 不动 里程 越长 平均 油耗 越 数值 越 稳定 算下来 跑 省 道 探亲 重置 路况 跑 平均 油耗 变得 很快 下次 加油 看下准 不准,油耗,0
agOf123TKVuH4bq9,2.0   2.5   2.0 肯定 2.5 慢 2.0 马力 brz   200 马力 2.0 发动机 斯巴鲁 做 森林 2.5 171 马力 光看 数据 驾驶,动力,0
